OrderId,ThingsOrdered
3236,"[18, 18, 9, 18, 12, 10, 12, 12, 17, 25, 17, 23]"
3237,"[18, 7, 6, 8, 9, 12, 12, 16, 16, 17]"
3238,"[4, 9, 19, 3, 1, 9, 22, 25, 16, 16]"
3239,"[18, 4, 1, 19, 4, 20, 20, 24, 24, 23, 23]"
3240,"[20, 2, 9, 1, 11, 15, 25, 23, 14, 23]"
3241,"[3, 5, 21, 2, 1, 20, 22, 15, 25, 16]"
3242,"[8, 2, 10, 10, 25, 14]"
3243,"[2, 20, 25, 17, 17, 17, 14]"
3244,"[18, 21, 22, 10, 22, 15, 13]"
3245,"[5, 1, 7, 6, 6, 11, 10, 11, 17, 25, 25, 17, 14, 24, 24]"
3246,"[8, 5, 20, 6, 25, 24]"
3247,"[19, 3, 7, 2, 1, 19, 11, 12, 12, 17, 25, 25, 13, 13, 24, 14]"
3248,"[1, 3, 11, 11, 25, 15, 17, 25, 14, 23]"
3249,"[4, 2, 20, 10, 10, 12, 11, 25]"
3250,"[5, 9, 9, 20, 18, 21, 12, 10, 25, 15, 13]"
3251,"[6, 18, 8, 20, 4, 1, 19, 9, 12, 22, 12, 10, 16, 16, 15, 17, 13, 24, 24, 13]"
3252,"[6, 18, 4, 11, 10, 12, 17, 15, 16, 15]"
3253,"[1, 18, 20, 9, 22, 10, 22, 10]"
3254,"[9, 2, 11, 10, 16, 23, 23, 13]"
3255,"[2, 7, 18, 8, 12, 11, 11, 11, 17, 15, 15, 24]"
3256,"[9, 14, 24, 13]"
3257,"[6, 20, 3, 2, 25, 15, 25]"
3258,"[2, 1, 9, 19, 6, 18, 21, 10, 15]"
3259,"[7, 16, 25, 16, 17, 14, 24]"
3260,"[5, 21, 5, 12, 15, 17, 15]"
3261,"[6, 1, 22, 11, 10, 16, 15, 25, 23, 24, 24, 24]"
3262,"[4, 2, 11, 16, 25, 25, 16, 14, 23, 14]"
3263,"[9, 9, 4, 9, 8, 2, 1, 2, 11, 12, 12, 11, 17, 25, 16, 14, 24]"
3264,"[2, 21, 21, 19, 18, 20, 3, 9, 10, 11, 10, 15, 15, 25, 16, 13, 13, 24, 23]"
3265,"[1, 8, 11, 16, 24, 24]"
3266,"[4, 20, 8, 22, 22, 11, 14, 24, 14]"
3267,"[8, 19, 20, 19, 19, 21, 18, 5, 11, 12, 12, 25]"
3268,"[8, 20, 21, 4, 18, 18, 21, 23, 23]"
3269,"[19, 8, 5, 8, 20, 12, 11, 23, 14, 24]"
3270,"[19, 12, 10, 10, 15, 17, 16, 15, 13, 23, 13, 23]"
3271,"[6, 2, 5, 7, 9, 5, 12, 22, 12, 23]"
3272,"[1, 3, 1, 20, 1, 19, 11, 13, 14, 14]"
3273,"[19, 21, 8, 1, 17, 24, 14]"
3274,"[18, 21, 21, 4, 7, 22, 17]"
3275,"[4, 3, 21, 7, 7, 21, 9, 10, 22, 23, 24, 13]"
3276,"[8, 2, 19, 8, 11, 12, 12, 16, 16, 17, 14, 13]"
3277,"[18, 5, 4, 22, 16, 13, 13, 14]"
3278,"[5, 5, 2, 2, 8, 22, 15, 16, 17, 17, 13, 13, 14, 23]"
3279,"[4, 21, 2, 20, 19, 17, 16, 16, 25]"
3280,"[1, 6, 10, 11, 10, 25, 25, 24, 24, 24]"
3281,"[6, 7, 11, 12, 10, 11, 17, 15, 16]"
3282,"[5, 1, 7, 8, 2, 6, 6, 10, 13, 23, 23]"
3283,"[18, 20, 20, 6, 20, 10, 25, 24, 24]"
3284,"[3, 7, 9, 1, 6, 1, 8, 25, 17, 13]"
3285,"[20, 19, 2, 12, 16, 16, 25, 15, 24, 23, 23]"
3286,"[21, 19, 20, 8, 20, 2, 11, 22, 22, 10, 25, 23, 24, 23, 14]"
3287,"[5, 21, 19, 12, 22, 22, 22, 25, 17, 17, 15, 23]"
3288,"[3, 6, 4, 19, 20, 1, 20, 12, 11, 12, 11, 16, 16, 15, 16]"
3289,"[6, 20, 4, 21, 6, 1, 5, 4, 22, 10, 11, 16, 25, 25, 17, 13, 14]"
3290,"[9, 8, 20, 25, 15, 16, 13]"
3291,"[21, 20, 5, 18, 18, 8, 12, 11, 12, 16, 25, 17, 14, 14, 14]"
3292,"[9, 15, 16, 24, 24, 13, 13]"
3293,"[8, 6, 21, 5, 5, 6, 9, 24]"
3294,"[5, 2, 1, 11, 10, 11, 10, 25, 15, 15, 16, 13, 13]"
3295,"[5, 10, 22, 25, 16]"
3296,"[9, 7, 9, 9, 19, 6, 10, 10, 11, 17, 16, 17, 24]"
3297,"[8, 21, 1, 11, 22, 10, 15, 16, 16, 17, 14, 23]"
3298,"[9, 20, 2, 11, 22, 16, 23, 13, 13]"
3299,"[3, 1, 10, 15, 14, 14, 13, 23]"
3300,"[20, 2, 1, 21, 2, 6, 1, 19, 12, 17, 15, 25, 13, 14]"
3301,"[5, 21, 2, 7, 2, 5, 22, 11, 23]"
3302,"[20, 8, 12, 25, 15, 13, 13, 14]"
3303,"[21, 4, 3, 10, 14, 13]"
3304,"[21, 8, 10, 12, 10, 14, 14, 24, 14]"
3305,"[19, 1, 9, 9, 7, 8, 5, 12, 13, 13, 14]"
3306,"[19, 18, 7, 21, 11, 22, 17, 23]"
3307,"[20, 5, 3, 8, 6, 10, 12, 16, 16, 24, 14, 23, 24]"
3308,"[1, 4, 12, 11, 12, 22, 17, 16, 17, 15, 13, 24]"
3309,"[2, 20, 20, 3, 6, 18, 10, 11, 10, 16, 16, 25, 23]"
3310,"[19, 24]"
3311,"[19, 7, 4, 7, 2, 19, 22, 11, 11, 12, 25, 13, 14, 14]"
3312,"[21, 19, 1, 3, 2, 22, 12, 10, 10, 13]"
3313,"[18, 12, 24]"
3314,"[3, 10, 17, 17, 13, 14, 24, 23]"
3315,"[7, 18, 19, 6, 8, 3, 11, 12, 13, 23, 13, 24]"
3316,"[2, 15, 17, 14, 13, 13]"
3317,"[21, 6, 5, 2, 20, 19, 9, 8, 10, 10, 12, 14, 13, 23]"
3318,"[18, 12, 12, 25, 25, 14]"
3319,"[9, 9, 20, 7, 18, 12, 15, 16, 17, 25, 24, 13]"
3320,"[2, 10, 25, 14]"
3321,"[5, 18, 12, 17, 16]"
3322,"[3, 13]"
3323,"[9, 10, 17, 25, 17]"
3324,"[2, 3, 21, 7, 3, 4, 12, 11, 17, 25, 17, 23, 24, 24, 14]"
3325,"[7, 18, 22, 25, 25, 15, 24]"
3326,"[21, 5, 6, 20, 12, 22, 15, 13]"
3327,"[18, 5, 9, 2, 21, 21, 8, 6, 11, 22, 11, 12, 16, 24, 14, 23, 24]"
3328,"[20, 20, 18, 21, 22, 11, 12, 17, 24, 23]"
3329,"[8, 3, 3, 19, 22, 10, 13, 24, 23]"
3330,"[6, 5, 20, 10, 10, 23, 13, 13, 23]"
3331,"[2, 1, 12, 11, 22, 23, 14, 14, 14]"
3332,"[9, 8, 2, 2, 4, 10, 11, 17, 14, 24]"
3333,"[4, 4, 19, 9, 11, 22, 15, 17, 15, 17]"
3334,"[1, 2, 18, 7, 11, 25, 25, 15, 24, 23]"
3335,"[1, 2, 10, 10, 25, 15, 16]"
3336,"[4, 11, 12, 11, 15, 17, 17, 24, 14, 14]"
3337,"[5, 5, 3, 6, 8, 3, 6, 22, 11, 25, 25, 13, 14]"
3338,"[21, 4, 1, 9, 6, 10, 11, 10, 15, 16, 16, 14, 13]"
3339,"[21, 7, 1, 9, 22, 16, 14, 13, 24, 24]"
3340,"[19, 19, 7, 21, 7, 3, 11, 10, 22, 24, 23]"
3341,"[4, 7, 1, 11, 16, 16, 13, 23, 13, 24]"
3342,"[1, 8, 11, 12, 16, 25, 16, 14]"
3343,"[9, 1, 20, 4, 4, 2, 3, 8, 12, 16, 15, 13]"
3344,"[6, 19, 4, 6, 19, 2, 12, 10, 10, 22, 13, 14, 14, 23]"
3345,"[6, 6, 11, 10, 16, 25, 16, 16, 23, 23, 14]"
3346,"[4, 10, 12, 12, 17, 16, 25, 23, 24, 23]"
3347,"[1, 3, 3, 6, 3, 6, 11, 12, 15, 23, 13, 23, 24]"
3348,"[19, 21, 19, 5, 1, 10, 12, 25, 15, 13, 14]"
3349,"[2, 7, 1, 2, 11, 12, 17, 17, 16, 23, 23]"
3350,"[4, 1, 9, 19, 4, 18, 21, 11, 15, 25, 16, 16, 23, 13, 23]"
3351,"[5, 18, 19, 5, 20, 3, 4, 9, 11, 10, 11, 24, 13, 23]"
3352,"[8, 5, 2, 20, 9, 19, 9, 10, 25, 16, 24, 23, 24, 24]"
3353,"[5, 1, 20, 18, 7, 6, 5, 11, 10, 10, 17]"
3354,"[2, 18, 5, 9, 19, 21, 13]"
3355,"[21, 18, 3, 7, 18, 6, 20, 12, 12, 10, 12, 15, 16, 13, 13]"
3356,"[18, 3, 3, 23, 23, 23]"
3357,"[5, 8, 19, 22, 10, 16, 25, 13, 24, 24, 13]"
3358,"[3, 10, 11, 17, 13, 13, 14, 24]"
3359,"[20, 21, 9, 22, 15, 16, 15, 16, 13]"
3360,"[5, 1, 21, 7, 7, 8, 3, 12, 10, 12, 25, 23]"
3361,"[18, 7, 21, 9, 3, 20, 6, 1, 22, 10, 10, 13, 23, 14, 24]"
3362,"[18, 2, 2, 19, 9, 22, 12, 12, 12, 17, 15, 24]"
3363,"[3, 21, 22, 11, 22, 12, 25, 17, 25, 24, 23]"
3364,"[2, 20, 1, 8, 2, 9, 10, 10, 12, 16, 14, 13, 14]"
3365,"[2, 25, 25, 23, 24, 24]"
3366,"[8, 6, 19, 5, 20, 5, 2, 25, 25, 25, 14, 13]"
3367,"[20, 3, 4, 3, 1, 18, 8, 11, 10, 10, 14, 14, 23]"
3368,"[3, 3, 9, 2, 3, 21, 1, 3, 11, 22, 12, 25, 23]"
3369,"[21, 19, 21, 10, 22, 22, 16, 25, 15]"
3370,"[7, 1, 8, 4, 2, 10, 11, 12, 16, 15, 16, 24, 24]"
3371,"[21, 19, 9, 9, 1, 2, 11, 12, 11, 22, 25, 16, 17, 17, 24, 23, 14, 14]"
3372,"[19, 10, 11, 12, 22, 13, 23, 14]"
3373,"[1, 18, 6, 9, 6, 10, 17, 15, 17, 15, 24]"
3374,"[8, 2, 9, 10, 16, 16, 17, 25, 24]"
3375,"[8, 11, 15, 15, 13]"
3376,"[3, 20, 2, 4, 9, 9, 5, 22, 10, 15, 17, 24, 13, 23, 23]"
3377,"[9, 19, 7, 7, 3, 22, 10, 11, 25, 13, 13, 14, 24]"
3378,"[4, 5, 2, 3, 12, 11, 15, 16, 25, 17, 13, 24]"
3379,"[19, 19, 9, 3, 3, 19, 1, 11, 12, 22, 22, 25, 25, 25, 13, 24, 23]"
3380,"[21, 1, 2, 9, 19, 15, 16, 15, 16, 14, 24]"
3381,"[19, 18, 3, 19, 25, 14, 23, 24]"
3382,"[7, 10, 11, 12, 12, 17, 14]"
3383,"[19, 9, 18, 9, 7, 5, 5, 8, 22, 10, 11, 11, 16, 14, 13, 23, 24]"
3384,"[1, 18, 1, 4, 1, 19, 4, 5, 17, 17, 15, 15]"
3385,"[20, 8, 19, 6, 2, 1, 11, 12, 10, 22, 16, 23, 13, 14, 13]"
3386,"[7, 5, 4, 1, 12, 15, 15, 15, 17, 23, 13, 13, 13]"
3387,"[9, 3, 18, 6, 4, 19, 19, 12, 11, 15, 17, 13, 14, 13, 23]"
3388,"[2, 21, 11, 11, 15, 16, 25, 13, 24, 13]"
3389,"[19, 2, 9, 2, 12, 11, 17, 25]"
3390,"[6, 18, 11, 12, 15, 16, 25, 15]"
3391,"[7, 18, 2, 24, 23]"
3392,"[9, 18, 12, 22, 16, 23, 14, 14]"
3393,"[2, 11, 11, 11, 15, 15, 17, 14, 23, 23, 24]"
3394,"[1, 7, 3, 4, 8, 12, 11, 12, 12, 17, 17, 16, 16]"
3395,"[3, 4, 19, 25, 16, 17, 15, 13]"
3396,"[4, 21, 10]"
3397,"[21, 19, 8, 1, 18, 11, 10, 25, 25, 17, 15, 14, 14]"
3398,"[9, 18, 22, 12, 16, 14, 13]"
3399,"[1, 7, 4, 21, 21, 21, 1, 16, 25, 24, 24, 13]"
3400,"[2, 4, 5, 21, 17, 16, 15, 24, 24, 23, 23]"
3401,"[8, 20, 3, 5, 4, 1, 7, 11, 16, 25, 13, 23, 13]"
3402,"[4, 19, 7, 17, 16, 15, 13, 23, 24, 23]"
3403,"[9, 20, 21, 12, 16, 15, 25, 16, 24, 13, 24, 14]"
3404,"[3, 11, 22, 17, 17, 15, 14]"
3405,"[9, 21, 1, 22, 25, 25, 17, 16, 14, 13]"
3406,"[8, 8, 2, 11, 15, 17, 25, 16]"
3407,"[2, 2, 9, 12, 10, 22, 22, 23, 13, 23]"
3408,"[7, 21, 12, 10, 15, 15, 25, 17, 13, 13]"
3409,"[1, 4, 3, 5, 21, 12, 10, 12, 12, 16, 25, 25]"
3410,"[21, 5, 18, 4, 6, 6, 10]"
3411,"[4, 9, 8, 12, 22, 12, 15, 15, 14, 13, 14, 14]"
3412,"[5, 18, 12, 22, 24, 24]"
3413,"[19, 1, 8, 6, 22, 22, 11, 25, 15, 16]"
3414,"[8, 22, 11, 10, 22, 15, 16, 13, 23, 14, 24]"
3415,"[20, 4, 7, 6, 12, 22, 11, 22, 16, 16, 23, 14, 13, 13]"
3416,"[5, 3, 9, 10, 16, 25, 17, 14, 23, 13]"
3417,"[3, 7, 9, 4, 20, 1, 6, 15, 15, 25, 25, 13]"
3418,"[3, 20, 1, 8, 7, 3, 6, 12, 12, 25, 15, 17, 24, 24]"
3419,"[21, 1, 8, 5, 6, 11, 22, 25, 16, 16, 15]"
3420,"[20, 4, 6, 20, 1, 6, 19, 11, 10, 11, 17, 23, 23, 14]"
3421,"[7, 3, 4, 19, 9, 2, 3, 5, 10, 11, 15, 17, 16, 16, 23, 13, 23, 24]"
3422,"[18, 2, 6, 6, 3, 21, 22, 12, 16, 16, 13, 13, 13]"
3423,"[4, 2, 25, 25, 25, 17, 14, 13]"
3424,"[6, 6, 10, 11, 12, 25, 23]"
3425,"[18, 18, 4, 2, 3, 21, 22, 10, 25, 25, 16]"
3426,"[8, 9, 3, 9, 8, 22, 11, 15, 15, 15, 15, 23, 24]"
3427,"[19, 8, 8, 2, 22, 25, 15, 16, 13, 14, 14, 23]"
3428,"[18, 8, 16, 17, 16, 24]"
3429,"[18, 9, 6, 7, 2, 19, 2, 10, 14, 23, 14]"
3430,"[5, 18, 7, 11, 22, 15, 13, 24]"
3431,"[2, 12, 10, 10, 17, 15, 15]"
3432,"[3, 21, 18, 19, 22, 12, 12, 16, 16, 23, 23, 24, 14]"
3433,"[20, 3, 20, 22, 11, 11, 12, 25, 17]"
3434,"[1, 4, 1, 18, 1, 7, 7, 4, 11, 12, 16, 15, 16, 14, 24, 13, 14]"
3435,"[8, 8, 4, 3, 18, 21, 6, 11, 11, 22, 24, 14, 14, 23]"
3436,"[8, 6, 18, 19, 20, 22, 11, 22, 11, 16, 14, 13, 14]"
3437,"[9, 6, 5, 7, 19, 21, 8, 10, 11, 10, 23]"
3438,"[4, 17, 17, 16, 17, 24, 24, 14]"
3439,"[19, 21, 1, 19, 3, 21, 19]"
3440,"[3, 9, 19, 2, 3, 9, 3, 22, 24, 24, 24]"
3441,"[8, 4, 18, 5, 11, 12, 12]"
3442,"[20, 5, 21, 1, 1, 1, 3, 22, 17, 15, 16, 25, 24, 14, 14]"
3443,"[7, 12, 12, 12, 25, 24, 14]"
3444,"[20, 20, 12, 11, 11, 10, 23, 23, 23, 14]"
3445,"[20, 21, 12, 15]"
3446,"[5, 20, 21, 3, 1, 12, 25, 17, 24, 13]"
3447,"[6, 9, 12, 15]"
3448,"[19, 9, 19, 9, 8, 12, 12, 12, 16, 17, 25, 25, 14, 13, 13, 24]"
3449,"[7, 5, 19, 2, 8, 7, 5, 19, 12, 15, 15, 16, 14, 23, 24, 23]"
3450,"[9, 21, 5, 4, 18, 21, 2, 18, 12, 11, 24]"
3451,"[7, 21, 1, 18, 6, 4, 2, 22, 11, 17]"
3452,"[8, 5, 11, 15, 17, 24, 24, 13]"
3453,"[2, 7, 6, 19, 22, 10, 14, 23, 14, 13]"
3454,"[4, 6, 19, 25, 23, 23, 14]"
3455,"[19, 11, 22, 11, 13, 14, 24]"
3456,"[19, 5, 1, 9, 21, 22, 10, 16, 15, 15]"
3457,"[7, 9, 4, 17, 16, 14, 24]"
3458,"[20, 22, 24, 24, 14]"
3459,"[20, 21, 3, 12, 10, 22, 11, 16, 15, 17, 17, 13, 24, 23]"
3460,"[19, 7, 6, 1, 7, 1, 18, 11, 24, 23]"
3461,"[9, 8, 2, 4, 11, 22, 12, 12, 13]"
3462,"[1, 21, 8, 10, 17, 16, 16, 15]"
3463,"[5, 6, 9, 8, 5, 2, 4, 10, 11, 22, 14, 23]"
3464,"[1, 3, 1, 2, 3, 4, 6, 11, 22, 15, 17, 15, 15, 24, 13]"
3465,"[9, 21, 11, 16, 16, 14]"
3466,"[3, 6, 11, 25, 16, 24, 13, 23]"
3467,"[5, 9, 20, 9, 12, 17, 25, 14, 14, 23]"
3468,"[8, 9, 2, 12, 11, 24, 14, 24]"
3469,"[6, 18, 19, 19, 10, 22, 10, 17, 16, 13, 13, 13]"
3470,"[1, 6, 8, 19, 20, 11, 22, 22, 12, 15, 25, 16, 25]"
3471,"[1, 7, 7, 25, 25, 15, 23, 23, 24]"
3472,"[18, 3, 6, 4, 2, 2, 2, 22, 12, 10, 15, 17, 15, 25, 23, 24]"
3473,"[1, 11, 11, 10, 12, 25]"
3474,"[21, 6, 2, 2, 16, 16, 17]"
3475,"[3, 19, 8, 4, 12, 17, 15, 16, 23, 23, 14, 14]"
3476,"[8, 19, 21, 6, 5, 12, 25, 16, 15, 13, 13, 14, 24]"
3477,"[3, 3, 1, 21, 9, 6, 11, 25, 13, 24, 13, 13]"
3478,"[18, 10, 17, 16, 15, 13, 24, 14, 23]"
3479,"[4, 2, 19, 11, 16, 15, 15, 16]"
3480,"[21, 6, 6, 2, 18, 22, 17, 15, 15, 17, 14, 24, 24]"
3481,"[5, 9, 1, 4, 7, 4, 2, 5, 22, 22, 22, 16, 25, 17, 24, 13, 14]"
3482,"[2, 5, 8, 21, 19, 3, 4, 10, 22, 10, 17, 16, 17, 24]"
3483,"[4, 7, 1, 6, 11, 12, 25, 25, 23, 24, 14]"
3484,"[19, 19, 2, 9, 3, 5, 8, 21, 10, 22, 12, 25, 25, 16, 24, 23, 13]"
3485,"[5, 22, 22, 11, 25, 13, 14]"
3486,"[20, 1, 3, 19, 15, 15, 17, 23, 23]"
3487,"[1, 22, 15, 25, 25, 13, 13]"
3488,"[8, 18, 15, 17, 14, 24]"
3489,"[20, 3, 21, 20, 6, 8, 3, 10, 22, 11, 10, 23, 14, 14, 24]"
3490,"[21, 8, 21, 1, 5, 18, 19, 19, 22, 12, 10, 17, 25, 25, 16]"
3491,"[5, 6, 2, 2, 8, 1, 20, 3, 12, 22, 22, 11, 15, 25, 17, 14, 13, 14, 14]"
3492,"[3, 11, 17, 23, 14]"
3493,"[4, 1, 5, 22, 16, 17, 25]"
3494,"[19, 22, 12, 16, 15, 25, 17, 23, 13, 23]"
3495,"[9, 3, 12, 14]"
3496,"[20, 7, 2, 20, 3, 19, 6, 6, 22]"
3497,"[8, 8, 2, 2, 6, 11, 15, 25, 15, 17]"
3498,"[5, 7, 9, 5, 8, 18, 22, 25, 15]"
3499,"[4, 4, 8, 7, 4, 12, 12, 15]"
3500,"[4, 4, 21, 8, 15]"
3501,"[18, 18, 4, 6, 21, 10, 22, 25, 13]"
3502,"[18, 19, 19, 6, 20, 19, 20, 19, 12, 10, 11, 12, 13, 13, 14]"
3503,"[4, 2, 20, 21, 11, 22, 12, 10, 14, 23, 23]"
3504,"[19, 7, 21, 6, 7, 12, 10, 25, 25, 16, 16, 24, 24, 13]"
3505,"[1, 9, 1, 1, 11, 22, 16, 24, 24, 24, 13]"
3506,"[2, 18, 1, 9, 20, 9, 12, 17, 17, 25, 17, 23, 23, 24]"
3507,"[8, 8, 7, 18, 9, 12, 16, 16, 25, 14, 14]"
3508,"[21, 18, 9, 9, 4, 7, 9, 12, 11, 10, 12, 15, 15, 15, 14, 24, 24]"
3509,"[6, 2, 11, 11, 16, 23]"
3510,"[9, 5, 5, 17, 25, 25, 15, 23, 23, 23, 13]"
3511,"[19, 2, 10, 22, 17, 16, 14, 24]"
3512,"[6, 7, 6, 18, 20, 17, 25, 16, 24, 13]"
3513,"[2, 8, 10, 12, 17, 14, 23]"
3514,"[9, 3, 1, 7, 3, 21, 11, 25]"
3515,"[3, 8, 7, 9, 3, 10, 15]"
3516,"[18, 8, 11]"
3517,"[19, 18, 9, 1, 2, 20, 6, 11, 25, 13, 13]"
3518,"[21, 12, 17, 25, 25, 25, 23, 14, 13, 14]"
3519,"[6, 7, 20, 19, 4, 11, 13]"
3520,"[8, 3, 7, 6, 12]"
3521,"[21, 5, 5, 2, 9, 8, 5, 10, 12, 23, 24, 24]"
3522,"[19, 18, 10, 25, 17, 16, 14, 13]"
3523,"[2, 7, 22, 10, 25, 23, 24, 13, 13]"
3524,"[9, 7, 19, 19, 3, 18, 22, 25, 17, 15, 24, 24, 24, 23]"
3525,"[7, 5, 5, 21, 7, 5, 1, 7, 11, 10, 25, 15, 15, 23]"
3526,"[19, 22, 17, 16, 25, 23, 24, 13]"
3527,"[1, 4, 5, 6, 18, 6, 4, 1, 11, 23, 13, 13, 24]"
3528,"[6, 10, 12, 17, 23]"
3529,"[4, 9, 3, 7, 9, 20, 2, 12, 10, 10, 15]"
3530,"[6, 11, 15, 14, 14, 23, 14]"
3531,"[3, 6, 8, 19, 5, 19, 9, 10, 11, 16, 13, 13]"
3532,"[2, 20, 5, 20, 7, 2, 11, 11]"
3533,"[3, 24]"
3534,"[5, 20, 9, 21, 8, 22, 12, 10, 11, 23, 14, 14]"
3535,"[9, 7, 1, 20, 9, 20, 2, 6, 12, 23]"
3536,"[4, 2, 18, 18, 6, 8, 3, 18, 24, 14, 23, 24]"
3537,"[19, 9, 19, 15, 15, 15, 23, 14]"
3538,"[4, 18, 19, 10, 22, 10, 11, 25, 25, 25]"
3539,"[5, 18, 8, 2, 21, 5, 12, 25, 25]"
3540,"[2, 9, 9, 4, 22, 10, 11, 22, 16, 24, 24, 14, 24]"
3541,"[2, 6, 2, 2, 4, 9, 19, 9, 10, 17, 15, 23, 23]"
3542,"[3, 19, 21, 7, 5, 4, 1, 22, 17, 15, 25, 15, 13]"
3543,"[2, 9, 20, 3, 10, 11, 22, 12, 25, 17, 23]"
3544,"[9, 15, 14, 13, 23]"
3545,"[2, 2, 5, 7, 7, 7, 10, 16, 23]"
3546,"[21, 3, 9, 1, 9, 3, 6, 6, 10, 22, 16, 16, 17, 25, 24, 24, 24, 23]"
3547,"[7, 7, 1, 6, 6, 5, 3, 12, 10, 22, 11, 17, 25, 17, 24, 13, 13, 13]"
3548,"[9, 18, 3, 6, 8, 16, 17, 17, 14]"
3549,"[20, 8, 6, 7, 5, 12, 10, 25, 24]"
3550,"[2, 18, 19, 6, 21, 11, 17, 16, 25, 23, 23, 14, 24]"
3551,"[3, 6, 2, 17, 15, 16, 23, 23, 23]"
3552,"[18, 3, 6, 4, 8, 9, 16, 17, 17, 13]"
3553,"[6, 18, 4, 6, 4, 3, 2, 2, 10, 22, 11, 11, 14, 24]"
3554,"[19, 11, 11, 25, 25, 15, 24, 23]"
3555,"[18, 23, 24, 23]"
3556,"[4, 5, 6, 5, 8, 4, 15, 15, 17, 17, 13]"
3557,"[21, 22, 15, 25, 24, 13]"
3558,"[4, 11, 17, 15, 23, 23]"
3559,"[7, 21, 3, 20, 6, 3, 11, 10, 12, 11, 25, 16, 23, 23, 23]"
3560,"[6, 8, 6, 4, 19, 21, 12, 11, 25, 15, 15, 15, 23, 13, 24]"
3561,"[5, 18, 15, 25, 16]"
3562,"[4, 4, 19, 1, 11, 22, 15, 17, 15, 17, 13, 14, 24, 23]"
3563,"[9, 3, 5, 1, 7, 19, 4, 3, 11, 12, 12, 16, 17, 23, 14]"
3564,"[21, 20, 5, 18, 1, 19, 12, 10, 22, 17, 15, 15, 15]"
3565,"[4, 6, 21, 18, 16, 17, 16, 15, 13, 14, 14, 24]"
3566,"[19, 2, 7, 6, 8, 2, 2, 18, 12, 13, 24]"
3567,"[2, 21, 8, 9, 1, 5, 6, 17, 25, 17, 16, 13, 14, 23, 24]"
3568,"[19, 18, 2, 5, 1, 25, 15, 24, 23, 13]"
3569,"[3, 7, 9, 7, 8, 19, 12, 12, 15, 17, 14]"
3570,"[19, 10, 12, 10, 22, 15, 16, 14, 23, 23, 13]"
3571,"[8, 20, 19, 7, 6, 4, 11, 12, 10, 17]"
3572,"[9, 18, 3, 2, 5, 19, 22, 12, 11, 16, 17, 24, 14, 13]"
3573,"[5, 6, 18, 4, 18, 11, 11, 10, 10]"
3574,"[7, 17, 25, 15, 16, 24, 14]"
3575,"[1, 5, 7, 25, 24, 23, 13, 13]"
3576,"[4, 4, 5, 11, 17, 17, 23]"
3577,"[4, 6, 5, 2, 9, 5, 18, 12, 11, 15, 14, 24, 14]"
3578,"[7, 4, 2, 5, 6, 5, 19, 12, 15, 13, 13, 23]"
3579,"[7, 9, 1, 18, 3, 5, 10, 23, 24, 23, 13]"
3580,"[20, 11, 12, 10, 11, 17]"
3581,"[20, 5, 18, 18, 11, 16, 14, 14]"
3582,"[20, 8, 6, 1, 11, 11, 22, 11, 15, 25, 23]"
3583,"[21, 20, 5, 1, 6, 21, 10, 10, 22, 17, 23, 24, 14]"
3584,"[19, 18, 19, 21, 1, 7, 4, 10, 16, 17, 15]"
3585,"[20, 10, 16]"
3586,"[4, 6, 22, 12, 11, 22, 15, 17, 15, 15, 14]"
3587,"[19, 9, 24]"
3588,"[7, 6, 18, 21, 11, 10, 22, 12, 16, 15, 23, 24]"
3589,"[4, 5, 4, 6, 18, 12, 12, 16, 24, 23]"
3590,"[3, 5, 2, 10, 22, 10, 10, 15, 13, 14, 23]"
3591,"[20, 18, 18, 22, 11, 10, 10, 17, 13, 14]"
3592,"[19, 2, 21, 18, 19, 19, 21, 22, 15, 17, 25, 25, 23, 14, 13, 23]"
3593,"[2, 21, 8, 10, 12, 22, 11, 16, 15, 16, 15]"
3594,"[20, 20, 3, 5, 1, 19, 18, 2, 11, 10, 11, 11]"
3595,"[20, 10, 22, 25, 13, 13, 23]"
3596,"[2, 18, 6, 11, 22, 10, 16, 17, 15, 14, 24]"
3597,"[18, 18, 11, 10, 10, 11, 16, 25, 17, 14]"
3598,"[9, 1, 2, 18, 12, 11, 12, 17, 17, 14, 23, 14]"
3599,"[21, 19, 6, 21, 5, 1, 16]"
3600,"[20, 1, 19, 5, 3, 20, 6, 11, 25, 15, 16, 24, 24, 23]"
3601,"[2, 18, 2, 19, 2, 4, 3, 9, 10, 17, 17, 24, 14, 13, 14]"
3602,"[20, 2, 9, 18, 7, 11, 15, 15, 25, 15]"
3603,"[2, 3, 18, 7, 19, 18, 7, 18, 22, 12, 10, 10, 16, 15, 25, 13]"
3604,"[6, 9, 8, 4, 15, 14, 14]"
3605,"[19, 12, 10, 16]"
3606,"[3, 20, 7, 21, 9, 18, 2, 18, 11, 10, 25, 17, 15, 15, 13, 14]"
3607,"[20, 9, 8, 20, 1, 9, 21, 12, 17, 13]"
3608,"[4, 7, 15, 17, 14]"
3609,"[21, 2, 10, 22, 13, 24]"
3610,"[20, 21, 12, 10, 11, 16, 16, 16, 16, 24]"
3611,"[18, 1, 18, 9, 18, 20, 10, 17, 15, 13]"
3612,"[7, 20, 6, 4, 7, 1, 5, 10, 12, 17, 15, 14, 14]"
3613,"[4, 2, 7, 20, 20, 22, 22, 11, 11, 13, 23, 24]"
3614,"[6, 19, 5, 18, 3, 12, 12, 11, 23]"
